player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
Doll,K,11,ダークヤング,70,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,ウォークライ / ガッシマ / スキュアー / チャージ / ベノムスクラッチ,守りのミンネ / 戦いのエール,A-K,B-K,C-K,D-K,E-K,F-K,G-K,H-K,I-K,J-K,K-L
Doll,K,11,ドール,82,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g1.png,ウォークライ / スキュアー / ディスペル / トライペック / ブラッドセイバー,守りのミンネ / 戦いのエール,A-K,B-K,C-K,D-K,E-K,F-K,G-K,H-K,I-K,J-K,K-L
Doll,K,11,アークディスプレイサー,79,亜2,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_2g1.png,アンブッシュ / スリープクラウド / フォトケミカルスモッグ / ホロウワールド / 光のベール,クィックオーダー,A-K,B-K,C-K,D-K,E-K,F-K,G-K,H-K,I-K,J-K,K-L
Doll,K,4,スターヴァンパイア,70,原,https://eldersign.jp/img/mi/g/f0/052_star-vampire_0g7.png,アンガドーリエラ / ユロール / 光のベール / 光の楔 / 風葬,クィックオーダー / 防御ブースト,A-K,D-K,F-K,H-K,,,,,,,
Doll,K,7,ハンティングホラー,70,原,https://eldersign.jp/img/mi/g/f1/100_hunting-horror_0g7.png,ウラザイス / カラカス / ミラーズ / ユロール / 光のベール,クィックオーダー / 心の壁 / 心の棘 / 防御ブースト,B-K,C-K,E-K,G-K,I-K,J-K,K-L,,,,
白,J,6,ティンダロスハウンド (1),70,原,https://eldersign.jp/img/mi/g/f0/054_hounds-of-tindalos_0g4.png,コンテイジョン / テラーコール / バインドグラスプ / フェイズアウト / 闇の結界,ディレイオーダー / リジェネレイト / 守りのミンネ / 戦いのエール / 防御ブースト,A-J,C-J,D-J,F-J,I-J,J-L,,,,,
白,J,1,ティンダロスハウンド (2),70,原,https://eldersign.jp/img/mi/g/f0/054_hounds-of-tindalos_0g4.png,ダブルアタック / テラーコール / バインドグラスプ / フェイズアウト,ハートオブウィンド,G-J,,,,,,,,,,
白,J,7,ダークヤング (1),58,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,インクリーズ / ガッシマ / テラーコール / ベノムスクラッチ / 光のベール,カウンター / ハートオブマーブル / ミラージュ / リジェネレイト / レジストシック / レジストスリープ / 守りのミンネ / 戦いのエール,A-J,C-J,D-J,F-J,I-J,J-K,J-L,,,,
白,J,3,ダークヤング (2),65,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,ガッシマ / スタンピード / チャージ / ベノムスクラッチ,ハートオブウィンド / リフレクション / 守りのミンネ / 戦いのエール,E-J,G-J,H-J,,,,,,,,
白,J,6,ショゴス,70,亜1,https://eldersign.jp/img/mi/g/f0/034_shoggoth_1g7.png,セメタリーゲート / ブラッドスティール / プレイグ / プロテクトディザスター / 光のベール,クィックオーダー / 地味づくり / 守りのミンネ / 防御ブースト,A-J,C-J,D-J,I-J,J-K,J-L,,,,,
白,J,7,蒼海泥,54,亜2,https://eldersign.jp/img/mi/p/f1/128_dark-sargassum_2g7.png,エルフショット / エンバール / ゼルハ / ヒーリング / 火葬,リジェネレイト / レジストスリープ / 予習復習 / 命中ブースト / 防御ブースト,A-J,B-J,C-J,D-J,F-J,I-J,J-K,,,,
