"player","letter","出場回数","monster","level","variant","image","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"けけけけ","H","10","アルルーナ","60","原","https://eldersign.jp/img/mi/g/f0/040_alrunes_0g7.png","アイスランス / エンジェルダスト / ラストシュリーク / リヴァイヴ","コールドアシスト / リジェネレイト / リフレクション / 魔力ブースト","A-H","B-H","C-H","D-H","F-H","G-H","H-I","H-J","H-K","H-L",""
"けけけけ","H","10","フラーユ","57","原","https://eldersign.jp/img/mi/p/f0/058_floweyu_0g4.png","アイスランス / フェアリーエイド / ペイルムーン / 桜花泡影","コールドアシスト / 心の棘 / 敏捷ブースト / 魔力ブースト","A-H","B-H","C-H","D-H","F-H","G-H","H-I","H-J","H-K","H-L",""
"けけけけ","H","11","ペリ","64","亜2","https://eldersign.jp/img/mi/p/f0/042_peri_2g7.png","アウェイクニング / セメタリーゲート / ムーランルージュ / レーヴァテイン / 風葬","フレイムアシスト / フレイムバリア","A-H","B-H","C-H","D-H","E-H","F-H","G-H","H-I","H-J","H-K","H-L"
"けけけけ","H","10","ルサルカ","63","原","https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png","ウィンターブラスト / フォグ / フラッド / ペイルムーン","エンジェリックウィング / クィックオーダー / ハートオブマーブル","A-H","B-H","C-H","D-H","F-H","G-H","H-I","H-J","H-K","H-L",""
"けけけけ","H","1","ダークヤング","63","原","https://eldersign.jp/img/mi/g/f0/055_dark-young_0g7.png","のしかかり / ガッシマ / スタンピード","戦いのエール / 攻撃ブースト","E-H","","","","","","","","","",""
"けけけけ","H","1","ドール","60","原","https://eldersign.jp/img/mi/g/f0/056_dhole_0g7.png","のしかかり / アースクェイク / カロウシブスピット","リジェネレイト / 戦いのエール","E-H","","","","","","","","","",""
"けけけけ","H","1","オールドワン","56","原","https://eldersign.jp/img/mi/g/f0/051_old-one_0g4.png","ミラーズ / ユロール / 光の楔","メンタルケア / 地味づくり","E-H","","","","","","","","","",""
"ハイジ","J","11","パズズ兄","63","原","https://eldersign.jp/img/mi/g/f0/045_pazuzu_0g4.png","チャージ / デルタスラッシュ / ドラゴニックロア / ハードブロウ / ベノムスティング","ハートオブオーシャン / ミラージュ / 守りのミンネ / 敏捷ブースト","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L"
"ハイジ","J","11","パズズ弟","46","亜2","https://eldersign.jp/img/mi/p/f0/045_pazuzu_2g4.png","チャージ / デルタスラッシュ / ドラゴニックロア / バインドグラスプ / ベノムスティング","ミラージュ","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L"
"ハイジ","J","11","ルサルカ姉","58","原","https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png","アイスランス / ウィンターブラスト / スリートストーム / フラッド / ペイルムーン","HPブースト / エンジェリックウィング / クィックオーダー","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L"
"ハイジ","J","9","ルサルカ妹","40","原","https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png","ウィンターブラスト / ファイアランス / フォグ / ペイルムーン / 光のベール","エンジェリックウィング","A-J","D-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L","",""
"ハイジ","J","2","グレちゃん","48","亜1","https://eldersign.jp/img/mi/g/f0/021_gremlin_1g4.png","アウェイクニング / アムネジア / ウィンドボルト / ファイアランス / 風葬","HPブースト / クィックオーダー","B-J","C-J","","","","","","","","",""
"ポリープ","C","8","ドール","54","原","https://eldersign.jp/img/mi/g/f0/056_dhole_0g4.png","アースクェイク / カロウシブスピット / スキュアー / ダブルアタック / チャージ","ディレイオーダー / ハートオブウィンド / 守りのミンネ / 戦いのエール","A-C","B-C","C-E","C-F","C-H","C-J","C-K","C-L","","",""
"ポリープ","C","4","グレムリン","57","亜1","https://eldersign.jp/img/mi/g/f0/021_gremlin_1g4.png","ウィンドボルト / フサリア / 光のベール / 光の楔 / 風葬","ディレイオーダー / 守りのミンネ / 心の棘 / 戦いのエール / 魔力ブースト","A-C","C-F","C-J","C-K","","","","","","",""
"ポリープ","C","2","ペリ","48","原","https://eldersign.jp/img/mi/g/f0/042_peri_0g7.png","アイギスシールド / アイスランス / コールドボルト / ダブルアタック / ペイルムーン","コールドアシスト","A-C","C-G","","","","","","","","",""
"ポリープ","C","5","セイレンアウェイク","46","亜2","https://eldersign.jp/img/mi/g/f0/024_seiren_2g4.png","アウェイクニング / エルフショット / ダブルアタック / 光のベール / 悪魔のトリル","クィックオーダー / ミラージュ / 命中ブースト / 守りのミンネ / 心の棘 / 戦いのエール / 魔力ブースト","A-C","B-C","C-F","C-H","C-J","","","","","",""
"ポリープ","C","4","アルルーナ","43","原","https://eldersign.jp/img/mi/g/f0/040_alrunes_0g4.png","エンジェルダスト / トランキリティ / フサリア / ブラッドスティール / ラストシュリーク","エンジェリックウィング / クィックオーダー / コールドバリア / ミラージュ / 命中ブースト / 守りのミンネ","B-C","C-E","C-H","C-L","","","","","","",""
"ポリープ","C","3","ビヤーキーヒヤデス","48","原","https://eldersign.jp/img/mi/s/f0/036_byakhee_0g4.png","スカラド / ダークボルト / ヒヤデスウィンド / フサリア / 闇の刻印","クィックオーダー / 命中ブースト / 心の棘 / 魔力ブースト","B-C","C-F","C-G","","","","","","","",""
"ポリープ","C","2","アンクー","42","原","https://eldersign.jp/img/mi/g/f0/044_ankou_0g4.png","ダブルアタック / デスサイズ / パンデミック / ビーストキラー","戦いのエール","C-D","C-G","","","","","","","","",""
"ポリープ","C","2","ワンプクリアランス","38","亜1","https://eldersign.jp/img/mi/g/f0/033_wamp_1g7.png","クリアランス / ステンチ / セメタリーゲート / ヒカップ / ペトロガス","クィックオーダー / ディレイオーダー / 命中ブースト / 守りのミンネ","C-D","C-I","","","","","","","","",""
"ポリープ","C","1","エアリエル","30","原","https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png","テンペスト / フサリア / ブラッドスティール","ミラージュ","C-D","","","","","","","","","",""
"ポリープ","C","2","サキュバス","27","原","https://eldersign.jp/img/mi/g/f0/043_succubus_0g4.png","エルフショット / サクション / テンプテイション / ヒーリング / ブラッドスティール","クィックオーダー / ミラージュ / 地味づくり","C-D","C-G","","","","","","","","",""
"ポリープ","C","3","スターヴァンパイア","53","原","https://eldersign.jp/img/mi/g/f0/052_star-vampire_0g4.png","アンガドーリエラ / アンブッシュ / セメタリーゲート / フェアリーキラー / 光のベール","クィックオーダー / 命中ブースト / 地味づくり / 戦いのエール","C-E","C-I","C-K","","","","","","","",""
