"player","letter","出場回数","monster","level","variant","image","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"イマクロ","A","6","ブラスドラゴン","70","原","https://eldersign.jp/img/mi/g/f0/049_brass-dragon_0g4.png","アウターキラー / アースクェイク / ウォークライ / ブラッドセイバー / ラーヴァフロウ","守りのミンネ / 戦いのエール","A-B","A-C","A-G","A-H","A-J","A-K","","","","",""
"イマクロ","A","11","ハイドラ (1)","70","原","https://eldersign.jp/img/mi/g/f0/048_hydra_0g7.png","アースクェイク / ウォークライ / スタンピード / ブラッドセイバー / ラーヴァフロウ","守りのミンネ / 戦いのエール","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"イマクロ","A","5","ハイドラ (2)","70","原","https://eldersign.jp/img/mi/g/f0/048_hydra_0g4.png","アウターキラー / アースクェイク / チャージ / トライペック / 光の刻印","ハートオブウィンド / ハートオブフレイム / ミラージュ / リフレクション / 守りのミンネ / 戦いのエール","A-D","A-E","A-F","A-I","A-L","","","","","",""
"イマクロ","A","11","ウルタールの猫","62","亜1","https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g7.png","エルフショット / パンデミック / フライト / 月光浴 / 炎の楔","クィックオーダー / ハートオブフレイム / フレイムアシスト / ミラージュ / リジェネレイト / リフレクション / 命中ブースト / 守りのミンネ / 戦いのエール","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"イマクロ","A","6","シムルグ","70","原","https://eldersign.jp/img/mi/g/f0/046_simorgh_0g7.png","キャンセレイション / テンペスト / ドラゴニックロア / 光のベール / 炎の楔","クィックオーダー / 命中ブースト / 防御ブースト","A-B","A-C","A-D","A-H","A-I","A-J","","","","",""
"イマクロ","A","3","エアリエル","60","原","https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png","アゼランザ / エンジェルダスト / トランキリティ / ファイアボルト / フォトケミカルスモッグ","クィックオーダー / 防御ブースト","A-E","A-G","A-K","","","","","","","",""
"イマクロ","A","2","サキュバス","53","原","https://eldersign.jp/img/mi/g/f0/043_succubus_0g7.png","アウェイクニング / キャンセレイション / テンプテイション / ペイルムーン","エンジェリックウィング / クィックオーダー / 守りのミンネ / 防御ブースト","A-F","A-L","","","","","","","","",""
"カリスト","B","9","地を喰らうスピキ","76","亜1","https://eldersign.jp/img/mi/p/f0/056_dhole_1g4.png","カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー","守りのミンネ / 戦いのエール","A-B","B-C","B-E","B-F","B-G","B-I","B-J","B-K","B-L","",""
"カリスト","B","7","畝の後ろの後ろを歩くモノ","70","原","https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png","スキュアー / スタンピード / トライペック / トランキリティ / ベノムスクラッチ","守りのミンネ / 戦いのエール","A-B","B-C","B-F","B-G","B-I","B-K","B-L","","","",""
"カリスト","B","9","星のスピキ擬態型","74","亜2","https://eldersign.jp/img/mi/p/f0/052_star-vampire_2g7.png","アンブッシュ / カラカス / フォトケミカルスモッグ / ミラーズ / 光のベール","HPブースト / クィックオーダー / ハートオブフレイム / ボディケア / リジェネレイト / 守りのミンネ / 戦いのエール","A-B","B-C","B-E","B-F","B-G","B-I","B-J","B-K","B-L","",""
"カリスト","B","9","比良坂初音","75","亜2","https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_2g4.png","エルフショット / ミラーズ / ユロール / 光のベール / 光の楔","ハートオブフレイム / リジェネレイト / レジストバインド / 守りのミンネ / 心の棘 / 戦いのエール","A-B","B-C","B-E","B-F","B-G","B-I","B-J","B-K","B-L","",""
"カリスト","B","2","シヴ山のドラゴン","62","亜2","https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g4.png","スキュアー / スタンピード / ドラゴンスケイル / ベノムスクラッチ / ヴェンデッタ","ハートオブオーシャン / リジェネレイト / 守りのミンネ / 戦いのエール","B-D","B-H","","","","","","","","",""
