player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
キャスさん,A,2,ディーファの自由帳,86,亜2,https://eldersign.jp/img/mi/p/f1/122_barometz_2g7.png,ゴールデンフリース / ブラッドセイバー / 光のベール / 光の楔 / 光合成,レジストポイズン / 守りのミンネ,A-B,A-K,,,,,,,,,
キャスさん,A,2,Maulohse.Zwei,90,亜1,https://eldersign.jp/img/mi/p/f0/040_alrunes_1g7.png,ストーンレイン / ベノムスパイン / ホワイトインペール / 光の刻印 / 蒼穹の光輪,レジストポイズン / 戦いのエール,A-B,A-K,,,,,,,,,
キャスさん,A,2,星を視る者,90,亜2,https://eldersign.jp/img/mi/p/f0/040_alrunes_2g7.png,ストーン / ストーンレイン / フサリア / ホワイトインペール / 光の刻印,バインドブレイス / ライトシギル / レジストポイズン / 戦いのエール,A-B,A-K,,,,,,,,,
キャスさん,A,2,芯海の英雄,70,亜1,https://eldersign.jp/img/mi/g/f0/089_treant_1g7.png,キャンセレイション / リフレッシュフィールド / 光のベール / 光の楔 / 光合成,レジストポイズン / 守りのミンネ / 戦いのエール,A-B,A-K,,,,,,,,,
キャスさん,A,3,芯なる護り手,90,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g4.png,グランドスラム / スキュアー / トランプル / ヴェンデッタ / 光のベール,守りのミンネ / 戦いのエール,A-C,A-D,A-I,,,,,,,,
キャスさん,A,3,絶対の大禍鬼,90,亜1,https://eldersign.jp/img/mi/p/f0/096_tiamat_1g7.png,ウォークライ / シャドウレイド / スキュアー / トランプル / ブラッドセイバー,守りのミンネ / 戦いのエール,A-C,A-D,A-I,,,,,,,,
キャスさん,A,3,流転の証明者,90,亜2,https://eldersign.jp/img/mi/p/f1/110_bastet_2g4.png,カラカス / ヒーリングヘイズ / マウ・バスト / ヴェンデッタ / 光のベール,セントリー / リジェネレイト / 守りのミンネ / 戦いのエール,A-C,A-D,A-I,,,,,,,,
キャスさん,A,1,ショコラの相棒,70,亜2,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_2g7.png,カラカス / ディスペル / リフレッシュフィールド / 光のベール / 月光浴,守りのミンネ / 心の壁,A-C,,,,,,,,,,
キャスさん,A,1,星を待つ道程 (1),71,亜1,https://eldersign.jp/img/mi/p/f0/046_simorgh_1g4.png,カラカス / 光のベール / 光の楔 / 日光浴 / 月光浴,守りのミンネ / 戦いのエール,A-D,,,,,,,,,,
キャスさん,A,1,星を待つ道程 (2),80,亜1,https://eldersign.jp/img/mi/p/f0/046_simorgh_1g4.png,カラカス / 光のベール / 光の楔 / 日光浴 / 月光浴,守りのミンネ / 戦いのエール,A-I,,,,,,,,,,
キャスさん,A,5,黒い仔山羊,90,亜2,https://eldersign.jp/img/mi/p/f0/055_dark-young_2g4.png,インクリーズ / スキュアー / トランプル / ベノムスパイン / 光のベール,守りのミンネ / 心の壁 / 戦いのエール,A-E,A-F,A-G,A-H,A-L,,,,,,
キャスさん,A,6,大災の化身,90,亜2,https://eldersign.jp/img/mi/p/f0/056_dhole_2g4.png,インクリーズ / カロウシブスピット / スキュアー / トランプル / ブラッドセイバー,守りのミンネ / 心の壁 / 戦いのエール,A-E,A-F,A-G,A-H,A-J,A-L,,,,,
キャスさん,A,5,殺せない獣マギ・サ,88,亜2,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_2g4.png,アンブッシュ / ユロール / ルールオブドリームス / 光のベール / 光の楔,リジェネレイト / 心の壁 / 心の棘,A-E,A-F,A-G,A-H,A-L,,,,,,
キャスさん,A,3,第十四位相守護者,89,亜1,https://eldersign.jp/img/mi/p/f0/053_fsm_1g4.png,ディスペル / プロテクトディザスター / ミラーズ / 光のベール / 闇のベール,ハートオブフレイム / リジェネレイト,A-E,A-G,A-L,,,,,,,,
キャスさん,A,3,第十五位相守護者,90,亜2,https://eldersign.jp/img/mi/p/f0/053_fsm_2g4.png,ゼルハ / プロテクトディザスター / ミラーズ / 光の楔 / 闇の結界,クィックオーダー / 地味づくり / 守りのミンネ / 心の壁,A-F,A-H,A-J,,,,,,,,
キャスさん,A,1,礎の王格,89,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g7.png,インクリーズ / カロウシブスピット / ダルバドーハ / ブラッドセイバー / 光のベール,守りのミンネ / 心の壁,A-J,,,,,,,,,,
キャスさん,A,1,天従のウィースルゥイン,90,亜2,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_2g4.png,光の刻印,心の壁 / 戦いのエール,A-J,,,,,,,,,,
タカヤマン,B,1,ハイドラ！？,90,亜1,https://eldersign.jp/img/mi/p/f0/048_hydra_1g4.png,アースクェイク / ウォークライ / スキュアー / ダルバドーハ / ラーヴァフロウ,守りのミンネ / 戦いのエール,A-B,,,,,,,,,,
タカヤマン,B,2,ハイドラ！,90,亜2,https://eldersign.jp/img/mi/p/f0/048_hydra_2g7.png,アースクェイク / インクリーズ / グランドスラム / スキュアー / トランプル,守りのミンネ / 戦いのエール,A-B,B-C,,,,,,,,,
タカヤマン,B,1,クン・アヌン／黒,70,亜1,https://eldersign.jp/img/mi/g/f0/026_cwn-annwn_1g7.png,ニグラーヌ / 光のベール / 光の楔 / 炎のベール / 炎の楔,守りのミンネ / 心の棘,A-B,,,,,,,,,,
タカヤマン,B,3,ウルタールの猫／あお,70,原,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_0g7.png,フライト / リフレッシュフィールド / 光のベール / 光の楔 / 月光浴,クィックオーダー / メンタルケア / 守りのミンネ / 心の棘,A-B,B-C,B-G,,,,,,,,
タカヤマン,B,1,ブラスドラゴン／赤燐,90,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g7.png,スキュアー / トランプル / ブラッドセイバー / ヴェンデッタ / 光のベール,守りのミンネ / 戦いのエール,B-C,,,,,,,,,,
タカヤマン,B,2,バステト／瞳,90,亜2,https://eldersign.jp/img/mi/p/f1/110_bastet_2g7.png,ペイルムーン / ホワイトインペール / マウ・バスト / ヴァルキリージャベリン / ヴェンデッタ,クィックオーダー / ボディケア / 守りのミンネ / 戦いのエール,B-C,B-G,,,,,,,,,
タカヤマン,B,2,ダークヤング／赤狐,90,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g7.png,アウターキラー / インクリーズ / スキュアー / トランプル / 光の楔,守りのミンネ / 戦いのエール,B-D,B-J,,,,,,,,,
タカヤマン,B,7,ダークヤング／緑狸,90,亜2,https://eldersign.jp/img/mi/p/f0/055_dark-young_2g7.png,インクリーズ / グランドスラム / スキュアー / トランプル / ブラッドセイバー,守りのミンネ / 戦いのエール,B-D,B-E,B-F,B-H,B-I,B-J,B-L,,,,
タカヤマン,B,3,F.S.M.～②,90,亜2,https://eldersign.jp/img/mi/p/f0/053_fsm_2g7.png,テンペスト / フォトケミカルスモッグ / ミラーズ / ユロール / 光の楔,ハートオブフレイム / リジェネレイト / 守りのミンネ / 心の棘,B-D,B-E,B-H,,,,,,,,
タカヤマン,B,4,ダークサルガッスム,90,亜1,https://eldersign.jp/img/mi/p/f1/128_dark-sargassum_1g7.png,アンブッシュ / ゼルハ / ミラーズ / 光のベール / 光の楔,ハートオブフレイム / リジェネレイト / 守りのミンネ,B-D,B-E,B-H,B-L,,,,,,,
タカヤマン,B,4,ダークヤング／紺狐,90,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g7.png,インクリーズ / スキュアー / トランプル / プロテクトディザスター / 光の楔,守りのミンネ / 戦いのエール,B-E,B-F,B-H,B-I,,,,,,,
タカヤマン,B,2,アークディスプレイサー壱号,90,亜1,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_1g7.png,アンブッシュ / ディスペル / ユロール / 光のベール / 光の楔,HPブースト / クィックオーダー,B-F,B-J,,,,,,,,,
タカヤマン,B,1,アークディスプレイサー参号,90,亜1,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_1g7.png,ステイシス / ユロール / ルルハラント / 光のベール / 光の楔,HPブースト / クィックオーダー,B-F,,,,,,,,,,
タカヤマン,B,1,バステト／泪,90,亜2,https://eldersign.jp/img/mi/p/f1/110_bastet_2g7.png,ホワイトインペール / マウ・バスト / ヴェンデッタ / 光のベール,守りのミンネ / 戦いのエール,B-G,,,,,,,,,,
タカヤマン,B,1,バステト／愛,90,亜1,https://eldersign.jp/img/mi/p/f1/110_bastet_1g4.png,フォトケミカルスモッグ / マウ・バスト / 日光浴,守りのミンネ / 戦いのエール,B-G,,,,,,,,,,
タカヤマン,B,2,F.S.M.～③,90,亜1,https://eldersign.jp/img/mi/p/f0/053_fsm_1g4.png,ハウリングムーン / ユロール / 光のベール / 追い風 / 闇の結界,守りのミンネ / 心の棘,B-I,B-L,,,,,,,,,
