player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
センカ,L,3,リャオタン,62,亜2,https://eldersign.jp/img/mi/p/f0/054_hounds-of-tindalos_2g4.png,スキュアー / スタンピード / チャージ / フェイズアウト / ルルハラント,クィックオーダー / 守りのミンネ / 悪目立ち / 戦いのエール,A-L,F-L,K-L,,,,,,,,
センカ,L,5,ガンダルフ,55,亜1,https://eldersign.jp/img/mi/p/f0/079_ithaqua_1g4.png,ダルバドーハ / トランキリティ / フレイムタン / ポイズンクラウド / ラーヴァフロウ,ハートオブウィンド / フレイムアシスト / 命中ブースト / 敏捷ブースト,A-L,B-L,F-L,G-L,I-L,,,,,,
センカ,L,9,エオヒド,72,亜2,https://eldersign.jp/img/mi/p/f0/044_ankou_2g7.png,エルフショット / パリィ / パンデミック / ファイアランス / 早瀬,フレイムアシスト / フレイムシギル / リジェネレイト / リフレクション / 敏捷ブースト / 防火布,A-L,B-L,C-L,E-L,F-L,G-L,H-L,I-L,J-L,,
センカ,L,3,ナムスギル (1),63,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g4.png,ストーンレイン / パンデミック / リヴァイヴ / ルビーレイン / 早瀬,フレイムアシスト / フレイムバリア,A-L,E-L,F-L,,,,,,,,
センカ,L,2,ナムスギル (2),62,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g4.png,キャンセレイション / ストーンレイン / パンデミック / ルビーレイン / 早瀬,フレイムアシスト / フレイムバリア / リフレクション / ローズイズレッド,G-L,I-L,,,,,,,,,
センカ,L,4,ナアマ,51,亜1,https://eldersign.jp/img/mi/p/f0/043_succubus_1g4.png,アウェイクニング / セメタリーゲート / デルバイス / 滅びの翼,クィックオーダー / 心の棘 / 防御ブースト / 魔力ブースト,B-L,D-L,G-L,H-L,,,,,,,
センカ,L,1,シバ,53,亜2,https://eldersign.jp/img/mi/p/f0/042_peri_2g4.png,シムーン / ヒヤデスウィンド / ルビーレイン / レーヴァテイン,クィックオーダー / 悪目立ち,B-L,,,,,,,,,,
センカ,L,5,初春,43,原,https://eldersign.jp/img/mi/p/f0/058_floweyu_0g1.png,アイスランス / セメタリーゲート / ヒーリングヘイズ / 光のベール / 桜花泡影,守りのミンネ / 心の壁 / 心の棘 / 戦いのエール,C-L,D-L,E-L,H-L,J-L,,,,,,
センカ,L,1,タイハク,54,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g7.png,アイスランス / ウィンドボルト / セメタリーゲート / テンペスト / フェアリーエイド,守りのミンネ / 戦いのエール,C-L,,,,,,,,,,
センカ,L,3,ルサルカ,33,亜2,https://eldersign.jp/img/mi/p/f0/041_rusalka_2g4.png,ウィンターブラスト / セメタリーゲート / フラッド / ペイルムーン,コールドシギル / ミラージュ,C-L,I-L,J-L,,,,,,,,
