"player","letter","出場回数","monster","level","variant","image","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"いも","B","6","ダークヤング (1)","25","原","https://eldersign.jp/img/mi/g/f0/055_dark-young_0g7.png","イボニーシード / ガッシマ / テケリ・リ / ドラウン / ペトロガス","リジェネレイト / リフレクション","A-B","B-D","B-F","B-H","B-J","B-L","","","","",""
"いも","B","5","ダークヤング (2)","35","亜2","https://eldersign.jp/img/mi/p/f0/055_dark-young_2g4.png","ウォークライ / ガッシマ / スタンピード / ディスペル / ブラッドセイバー","ローズイズレッド / ヴァイオレッツブルー","B-C","B-E","B-G","B-I","B-K","","","","","",""
"いも","B","10","F.S.M.アゼランザ","40","原","https://eldersign.jp/img/mi/g/f0/053_fsm_0g7.png","アゼランザ / ハスタリーザ / ヒーリング / ルビーライト / 光のベール","ハートオブフレイム / リジェネレイト","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-L",""
"いも","B","11","アトラク＝ナクア","34","原","https://eldersign.jp/img/mi/g/f0/066_atlach-nacha_0g7.png","ゴッサマーチェイン / ダークボルト / ミラーズ / ユロール","レジストバインド","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"いも","B","11","スターヴァンパイア","40","原","https://eldersign.jp/img/mi/g/f0/052_star-vampire_0g7.png","アンブッシュ / エナジードレイン / エルフショット / ミラーズ / ユロール","HPブースト / クィックオーダー / 地味づくり","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"いも","B","1","ティンダロスハウンド","47","原","https://eldersign.jp/img/mi/g/f0/054_hounds-of-tindalos_0g7.png","スタンピード / スパーク / フェイズアウト / ルルハラント / 光のベール","ハートオブフレイム / リジェネレイト","B-K","","","","","","","","","",""
"ねむ","K","10","ももこ","38","原","https://eldersign.jp/img/mi/g/f0/056_dhole_0g4.png","アースクェイク / カロウシブスピット / セメタリーゲート / チャージ / ヒーリング","","A-K","B-K","C-K","E-K","F-K","G-K","H-K","I-K","J-K","K-L",""
"ねむ","K","6","さきいか","40","原","https://eldersign.jp/img/mi/g/f0/053_fsm_0g4.png","エルフショット / ダークボルト / ハスタリーザ / ヒーリング","カウンター / リフレクション","A-K","B-K","C-K","H-K","J-K","K-L","","","","",""
"ねむ","K","3","アーク先輩","22","原","https://eldersign.jp/img/mi/g/f0/057_arch-displacers_0g1.png","エルフショット / ハードブロウ / ヒーリング / ホロウワールド / ワインクラウド","カウンター / リフレクション","A-K","B-K","J-K","","","","","","","",""
"ねむ","K","10","アネモネ","36","原","https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png","ウィンドボルト / エルフショット / テンペスト / 光のベール","カウンター / リフレクション / 戦いのエール / 防御ブースト","A-K","B-K","C-K","D-K","E-K","F-K","G-K","H-K","I-K","K-L",""
"ねむ","K","5","フォトケミ","32","原","https://eldersign.jp/img/mi/s/f0/032_mi-go_0g4.png","フォトケミカルスモッグ / ワインクラウド","クィックオーダー","C-K","G-K","H-K","J-K","K-L","","","","","",""
"ねむ","K","2","ネケチ","38","亜2","https://eldersign.jp/img/mi/s/f0/008_caitsith_2g4.png","エルフショット / スロウ / ラピッドスタブ","カウンター","D-K","F-K","","","","","","","","",""
