player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
タカヤマン,G,1,ペリ／冷,49,亜2,,アイスランス / スノウストーム / ペイルムーン / 氷の刻印 / 氷の花,リジェネレイト / 守りのミンネ,A-G,,,,,,,,,,
タカヤマン,G,5,ケット・シー／１号,55,亜2,,ヒヤデスウィンド / フェアリーエイド / ペイルムーン / 光のベール,ハートオブフレイム / ハートオブマーブル / ミラージュ / 守りのミンネ / 戦いのエール,A-G,C-G,D-G,G-H,G-J,,,,,,
タカヤマン,G,2,スノウ／白,61,亜2,,ヒヤデスウィンド / フサリア / フラッシュファイア / リヴァイヴ / 炎の刻印,ハートオブマーブル / ミラージュ / 守りのミンネ / 戦いのエール,A-G,C-G,,,,,,,,,
タカヤマン,G,5,サキュバス１,44,原種,,アウェイクニング / エンジェルダスト / スタンダールシンドローム / ペイルムーン,ハートオブフレイム / ミラージュ / リジェネレイト / 守りのミンネ / 心の棘,A-G,C-G,D-G,G-H,G-J,,,,,,
タカヤマン,G,3,ブラスドラゴン朱,53,亜2,,スタンピード / スパイクテイル / チャージ / ベノムスティング / 光の刻印,ハートオブマーブル / ミラージュ / リジェネレイト / 守りのミンネ / 戦いのエール,B-G,D-G,E-G,,,,,,,,
タカヤマン,G,2,パズズ赤目,46,亜2,,ダブルアタック / デルタスラッシュ / ドラゴニックロア / バインドグラスプ,ハートオブマーブル / ミラージュ / 守りのミンネ / 戦いのエール,B-G,D-G,,,,,,,,,
タカヤマン,G,2,F.S.M.～①,36,亜2,,スリープクラウド / 光のベール / 光の楔,ハートオブフレイム,B-G,G-L,,,,,,,,,
タカヤマン,G,2,F.S.M.～１,56,原種,,フォトケミカルスモッグ / 光のベール / 風葬,リジェネレイト / 守りのミンネ,B-G,G-L,,,,,,,,,
タカヤマン,G,1,ペリ,49,亜2,,アイスランス / スノウストーム / ペイルムーン / 氷の刻印 / 氷の花,リジェネレイト / 守りのミンネ,C-G,,,,,,,,,,
タカヤマン,G,1,ハイドラ,42,亜2,,アウターキラー / カロウシブスピット / チャージ,守りのミンネ / 戦いのエール,E-G,,,,,,,,,,
タカヤマン,G,1,クン・アヌン黒,47,亜1,,アイギスシールド / クルセイド / 光のベール / 光の楔,心の棘 / 魔力ブースト,E-G,,,,,,,,,,
タカヤマン,G,1,サキュバス２,43,原種,,光の楔 / 悪魔のトリル / 闇の刻印 / 闇の楔,守りのミンネ / 心の棘,E-G,,,,,,,,,,
タカヤマン,G,3,ドール／壱,45,原種,,アウターキラー / アースクェイク / カロウシブスピット / スタンピード / チャージ,ミラージュ / リジェネレイト,F-G,G-I,G-K,,,,,,,,
タカヤマン,G,3,ティンダロスハウンド@,37,亜1,,チャージ / フェイズアウト / ルルハラント / 光のベール / 光の楔,守りのミンネ / 戦いのエール,F-G,G-I,G-K,,,,,,,,
タカヤマン,G,3,F.S.M.～②,35,亜2,,アゼランザ / テンペスト / ミラーズ / ユロール / 光の楔,ハートオブオーシャン / ハートオブフレイム / リジェネレイト,F-G,G-I,G-K,,,,,,,,
タカヤマン,G,2,スターヴァンパイア☆ (1),43,原種,,ミラーズ / ユロール / 光のベール / 光の楔 / 風葬,ハートオブフレイム / ミラージュ,F-G,G-K,,,,,,,,,
タカヤマン,G,1,スターヴァンパイア☆ (2),42,原種,,ユロール / 光のベール / 光の楔 / 風葬,ハートオブフレイム / ミラージュ,G-I,,,,,,,,,,
タカヤマン,G,3,ブラスドラゴン,53,亜2,,スタンピード / スパイクテイル / チャージ / ベノムスティング / 光の刻印,ハートオブマーブル / ミラージュ / リジェネレイト,G-H,G-J,G-L,,,,,,,,
タカヤマン,G,3,パズズ,45,亜2,,ダブルアタック / デルタスラッシュ / ドラゴニックロア / バインドグラスプ,ハートオブマーブル / ミラージュ / 守りのミンネ / 戦いのエール,G-H,G-J,G-L,,,,,,,,
イマクロ,C,7,アークディスプレイサー,70,原種,,スリープクラウド / セメタリーゲート / フェイズアウト / ホロウワールド,ハートオブウィンド / リフレクション / レジストシック / レジストスリープ,A-C,C-D,C-E,C-H,C-J,C-K,C-L,,,,
イマクロ,C,7,ティンダロスハウンド,70,原種,,ダブルアタック / フェイズアウト / ルルハラント / 光の刻印,ハートオブウィンド / リフレクション / レジストバインド,A-C,C-D,C-E,C-H,C-J,C-K,C-L,,,,
イマクロ,C,7,エアリエル,70,原種,,セメタリーゲート / テンペスト / フェアリーエイド / 光の楔 / 悪魔のトリル,リフレクション / レジストシック / レジストスリープ,A-C,C-D,C-E,C-H,C-J,C-K,C-L,,,,
イマクロ,C,7,ルサルカ,70,原種,,アイスランス / セメタリーゲート / ヒヤデスウィンド / フラッド / 光のベール,ハートオブフレイム / レジストシック / レジストスリープ,A-C,C-D,C-E,C-H,C-J,C-K,C-L,,,,
イマクロ,C,4,ブラスドラゴン,70,原種,,アウターキラー / アースクェイク / チャージ / ディスプレイスメント / ホロウワールド,エンジェリックウィング / リフレクション / 戦いのエール,B-C,C-F,C-G,C-I,,,,,,,
イマクロ,C,4,ハイドラ,70,原種,,アースクェイク / ガッシマ / スタンピード / ラーヴァフロウ / ルルハラント,エンジェリックウィング / リフレクション / レジストポイズン / 戦いのエール,B-C,C-F,C-G,C-I,,,,,,,
イマクロ,C,4,シムルグ,64,原種,,アムネジア / ドラゴニックロア / ヒヤデスウィンド / 光のベール / 光の楔,ハートオブウィンド / リフレクション / レジストバインド,B-C,C-F,C-G,C-I,,,,,,,
イマクロ,C,4,ペリ,70,原種,,キャンセレイション / トランキリティ / ポイズンクラウド / リヴァイヴ / 光の楔,ハートオブフレイム / リフレクション / 守りのミンネ,B-C,C-F,C-G,C-I,,,,,,,
カリスト,I,2,フォマルガルバドーハ (1),54,亜1,,アースクェイク / カロウシブスピット / スタンピード / トライペック / 熱傷,セントリー / リジェネレイト,A-I,D-I,,,,,,,,,
カリスト,I,4,フォマルガルバドーハ (2),53,亜1,,アースクェイク / カロウシブスピット / スタンピード / トライペック / 熱傷,エンジェリックウィング / セントリー / ハートオブマーブル / リジェネレイト / 守りのミンネ / 戦いのエール,C-I,E-I,G-I,I-K,,,,,,,
カリスト,I,3,フォマルガルバドーハ (3),45,亜1,,アースクェイク / カロウシブスピット / スタンピード / トライペック,守りのミンネ / 戦いのエール,H-I,I-J,I-L,,,,,,,,
カリスト,I,6,復活の淫夢くんU (1),45,亜2,,カラカス / チャージ / フォトケミカルスモッグ / ホロウワールド / 光のベール,カウンター / セントリー / 守りのミンネ / 戦いのエール,A-I,B-I,C-I,D-I,E-I,I-K,,,,,
カリスト,I,3,復活の淫夢くんU (2),44,亜2,,カラカス / チャージ / フォトケミカルスモッグ / ホロウワールド / 光のベール,エンジェリックウィング / ハートオブマーブル / 守りのミンネ / 戦いのエール,H-I,I-J,I-L,,,,,,,,
カリスト,I,2,星のスピキ (1),52,亜2,,アンブッシュ / カラカス / ヒーリング / フォトケミカルスモッグ / 光のベール,クィックオーダー / ボディケア,A-I,D-I,,,,,,,,,
