"player","letter","出場回数","monster","level","variant","image","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"カリスト","L","6","シヴ山のドラゴン","77","亜2","https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g4.png","シャドウレイド / スキュアー / スタンピード / ベノムスクラッチ / ヴェンデッタ","ハートオブオーシャン / リジェネレイト / 守りのミンネ / 戦いのエール","A-L","E-L","F-L","G-L","H-L","I-L","","","","",""
"カリスト","L","6","Hydra","81","亜1","https://eldersign.jp/img/mi/p/f0/048_hydra_1g4.png","アースクェイク / ウォークライ / スキュアー / スタンピード / ブラッドセイバー","ハートオブオーシャン / 守りのミンネ / 戦いのエール","A-L","E-L","F-L","G-L","H-L","I-L","","","","",""
"カリスト","L","5","Simorgh","78","亜1","https://eldersign.jp/img/mi/p/f0/046_simorgh_1g7.png","アースクェイク / カラカス / ステイシス / テンペスト / ドラゴニックロア","HPブースト / クィックオーダー / ボディケア","A-L","E-L","F-L","G-L","I-L","","","","","",""
"カリスト","L","6","CatsOfUlthar","70","原","https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_0g7.png","カラカス / フライト / 光のベール / 光の楔 / 月光浴","HPブースト / クィックオーダー / ボディケア / 守りのミンネ / 戦いのエール","A-L","E-L","F-L","G-L","H-L","I-L","","","","",""
"カリスト","L","5","地を喰らうスピキ","83","亜1","https://eldersign.jp/img/mi/p/f0/056_dhole_1g4.png","カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー","ハートオブオーシャン / リジェネレイト / レジストポイズン / 守りのミンネ / 戦いのエール","B-L","C-L","D-L","J-L","K-L","","","","","",""
"カリスト","L","4","畝の後ろの後ろを歩くモノ","70","原","https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png","スキュアー / スタンピード / トライペック / トランキリティ / ベノムスクラッチ","ハートオブオーシャン / リジェネレイト / レジストポイズン / 守りのミンネ / 戦いのエール","B-L","C-L","D-L","J-L","","","","","","",""
"カリスト","L","4","星のスピキ擬態型","79","亜2","https://eldersign.jp/img/mi/p/f0/052_star-vampire_2g7.png","アンブッシュ / カラカス / フォトケミカルスモッグ / ミラーズ / 光のベール","HPブースト / クィックオーダー / ボディケア","B-L","D-L","J-L","K-L","","","","","","",""
"カリスト","L","5","比良坂初音","81","亜2","https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_2g4.png","エルフショット / ミラーズ / ユロール / 光のベール / 光の楔","ハートオブフレイム / リジェネレイト / レジストバインド / 守りのミンネ / 心の壁 / 心の棘","B-L","C-L","D-L","J-L","K-L","","","","","",""
"カリスト","L","1","F.S.M.","66","亜1","https://eldersign.jp/img/mi/p/f0/053_fsm_1g4.png","エルフショット / ミラーズ / ユロール / 闇のベール / 闇の楔","レジストバインド / 心の棘","C-L","","","","","","","","","",""
"カリスト","L","1","NIKKE","61","亜1","https://eldersign.jp/img/mi/p/f0/042_peri_1g4.png","アウェイクニング / アウローラ / ステイシス / 光のベール / 悪魔のトリル","コールドアシスト","H-L","","","","","","","","","",""
"カリスト","L","1","復活の淫夢くんUC","79","亜2","https://eldersign.jp/img/mi/p/f0/057_arch-displacers_2g7.png","カラカス / フォトケミカルスモッグ / ベノムスクラッチ / ルルハラント / 光のベール","クィックオーダー / ボディケア","K-L","","","","","","","","","",""
"Lollypop","J","10","うねうね","81","亜1","https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png","インクリーズ / スキュアー / スタンピード / トランキリティ / ベノムスクラッチ / メガリス","守りのミンネ / 戦いのエール","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-L",""
"Lollypop","J","10","うにょうにょ","88","亜2","https://eldersign.jp/img/mi/p/f0/055_dark-young_2g4.png","インクリーズ / スキュアー / トライペック / ベノムスクラッチ / ホロウワールド / メガリス","守りのミンネ / 戦いのエール","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-L",""
"Lollypop","J","10","歌ウ触ワン","78","亜2","https://eldersign.jp/img/mi/p/f0/051_old-one_2g4.png","エルフショット / ミラーズ / ユロール / 光のベール / 闇のベール","ハートオブフレイム / リジェネレイト","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-L",""
"Lollypop","J","10","46000anyちゃん","75","亜1","https://eldersign.jp/img/mi/p/f0/052_star-vampire_1g4.png","アンブッシュ / パンデミック / フォトケミカルスモッグ / 光のベール / 光の楔","クィックオーダー / ハートオブフレイム / 命中ブースト","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-L",""
"Lollypop","J","1","裏ドラ","86","亜2","https://eldersign.jp/img/mi/p/f0/048_hydra_2g4.png","アースクェイク / スタンピード / ブレイズ / ペトロガス / ラーヴァフロウ","守りのミンネ / 戦いのエール","J-K","","","","","","","","","",""
"Lollypop","J","1","ドラ1","69","原","https://eldersign.jp/img/mi/g/f0/048_hydra_0g4.png","アースクェイク / チャージ / ブレイズ / ベノムスクラッチ / ラーヴァフロウ","守りのミンネ / 戦いのエール","J-K","","","","","","","","","",""
