player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
穀潰し,I,4,ウルタールの喵,36,亜2,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_2g4.png,カラカス / ステイシス / フサリア / フライト / 滅びの翼,クィックオーダー / ドルフィンフロート / ハートオブオーシャン / 地味づくり / 夏の思い出,A-I,B-I,E-I,H-I,,,,,,,
穀潰し,I,10,バステト,48,原,https://eldersign.jp/img/mi/g/f1/110_bastet_0g4.png,ウィンドボルト / ウジャトの瞳 / ストーン / チャージ / プレイグ,ハートオブフレイム / リジェネレイト / レジストスリープ / レジストチャーム / 敏捷ブースト,A-I,C-I,D-I,E-I,F-I,G-I,H-I,I-J,I-K,I-L,
穀潰し,I,11,姫仙狸,54,亜2,https://eldersign.jp/img/mi/g/f1/113_xian-li_2g7.png,カラカス / キャンセレイション / ドラゴニックロア / ナインライヴズ / フォトケミカルスモッグ,クィックオーダー / 命中ブースト,A-I,B-I,C-I,D-I,E-I,F-I,G-I,H-I,I-J,I-K,I-L
穀潰し,I,9,鬼仙狸,47,亜2,https://eldersign.jp/img/mi/g/f1/113_xian-li_2g4.png,アンダートウ / カラカス / ナインライヴズ / ペイルムーン / 光のベール,クィックオーダー / ドルフィンフロート / ハートオブオーシャン / ハートオブフレイム / レジストスリープ / レジストチャーム / 地味づくり / 夏の思い出 / 敏捷ブースト,A-I,B-I,C-I,D-I,F-I,G-I,I-J,I-K,I-L,,
穀潰し,I,10,ウルタールの猫,48,亜2,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_2g4.png,フライト / ブラッドセイバー / ルルハラント / 光の楔 / 月光浴,クィックオーダー / ハートオブオーシャン / 地味づくり,B-I,C-I,D-I,E-I,F-I,G-I,H-I,I-J,I-K,I-L,
けけけけ,C,10,ゴブリンキング,90,亜1,https://eldersign.jp/img/mi/p/f0/084_goblin-king_1g7.png,ストーン / ストーンレイン / フォトケミカルスモッグ / ルビーレイン / 追い風,クィックオーダー / リジェネレイト / 戦いのエール / 攻撃ブースト,A-C,C-D,C-E,C-F,C-G,C-H,C-I,C-J,C-K,C-L,
けけけけ,C,10,ペリ,90,亜2,https://eldersign.jp/img/mi/p/f0/042_peri_2g7.png,アウェイクニング / ストーンレイン / セメタリーゲート / ヒヤデスウィンド / レーヴァテイン,クィックオーダー / コールドアシスト / フレイムバリア / 守りのミンネ / 戦いのエール,A-C,C-D,C-E,C-F,C-G,C-H,C-I,C-J,C-K,C-L,
けけけけ,C,10,フラーユ,90,原,https://eldersign.jp/img/mi/p/f0/058_floweyu_0g4.png,アイスランス / ストーンレイン / フェアリーエイド / ペイルムーン / 桜花泡影,エンジェリックウィング / クィックオーダー / ハートオブマーブル,A-C,C-D,C-E,C-F,C-G,C-H,C-I,C-J,C-K,C-L,
けけけけ,C,10,サキュバス,90,亜2,https://eldersign.jp/img/mi/p/f0/043_succubus_2g7.png,スタンダールシンドローム / ヒヤデスウィンド / ファイアランス / フィースト,クィックオーダー / フレイムアシスト / フレイムバリア / リジェネレイト / 戦いのエール,A-C,C-D,C-E,C-F,C-G,C-H,C-I,C-J,C-K,C-L,
けけけけ,C,1,ダークヤング,57,亜2,https://eldersign.jp/img/mi/p/f0/055_dark-young_2g7.png,のしかかり / ガッシマ / スタンピード / トランプル,ローズイズレッド / ヴァイオレッツブルー,B-C,,,,,,,,,,
けけけけ,C,1,ドール,72,亜2,https://eldersign.jp/img/mi/p/f0/056_dhole_2g4.png,アースクェイク / カロウシブスピット / スタンピード / トランプル,リフレクション,B-C,,,,,,,,,,
けけけけ,C,1,グレムリン,50,原,https://eldersign.jp/img/mi/s/f0/021_gremlin_0g4.png,イーヴルフルート / 光の楔 / 闇の刻印 / 闇の楔 / 風葬,心の壁 / 心の棘,B-C,,,,,,,,,,
けけけけ,C,1,オールドワン,21,原,https://eldersign.jp/img/mi/g/f0/051_old-one_0g4.png,ミラーズ / ユロール,エンジェリックウィング / ミラージュ,B-C,,,,,,,,,,
闇に吠える者,J,6,ダークヤング,69,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,ガッシマ / スタンピード / チャージ / トランキリティ / 光の刻印,守りのミンネ / 戦いのエール,A-J,B-J,C-J,H-J,J-K,J-L,,,,,
闇に吠える者,J,11,ティンダロスハウンド,65,原,https://eldersign.jp/img/mi/g/f0/054_hounds-of-tindalos_0g7.png,スパイクテイル / チャージ / ブラッドセイバー / ベノムスクラッチ / ルルハラント,クィックオーダー / 守りのミンネ / 戦いのエール / 防御ブースト,A-J,B-J,C-J,D-J,E-J,F-J,G-J,H-J,I-J,J-K,J-L
闇に吠える者,J,9,スターヴァンパイア,50,亜2,https://eldersign.jp/img/mi/p/f0/052_star-vampire_2g4.png,アンブッシュ / ネクター / フサリア / 光のベール / 光の楔,クィックオーダー / 防御ブースト,A-J,B-J,D-J,E-J,F-J,G-J,I-J,J-K,J-L,,
闇に吠える者,J,7,アトラク＝ナクア,49,原,https://eldersign.jp/img/mi/g/f0/066_atlach-nacha_0g4.png,エルフショット / ゴッサマーチェイン / プロテクトディザスター / ミラーズ / ユロール,ハートオブオーシャン / リジェネレイト,A-J,B-J,C-J,E-J,G-J,I-J,J-K,,,,
闇に吠える者,J,3,F.S.M.,53,原,https://eldersign.jp/img/mi/g/f0/053_fsm_0g7.png,アゼランザ / ステイシス / フォトケミカルスモッグ / 光のベール / 闇の楔,クィックオーダー / ハートオブオーシャン / リジェネレイト / 命中ブースト,C-J,D-J,F-J,,,,,,,,
闇に吠える者,J,5,ドール,43,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g4.png,アースクェイク / インクリーズ / カロウシブスピット / スタンピード / トライペック,守りのミンネ / 戦いのエール,D-J,E-J,F-J,G-J,I-J,,,,,,
闇に吠える者,J,1,プチショゴス,14,原,https://eldersign.jp/img/mi/b/f0/088_petit-shoggoth_0g4.png,インクリーズ,クィックオーダー / 防御ブースト,H-J,,,,,,,,,,
闇に吠える者,J,1,ハンティングホラー,1,原,https://eldersign.jp/img/mi/g/f1/100_hunting-horror_0g4.png,ウラザイス,ハートオブオーシャン,H-J,,,,,,,,,,
闇に吠える者,J,1,ナイトゴーント,11,亜2,https://eldersign.jp/img/mi/g/f0/035_night-gaunt_2g7.png,くすぐり / まさぐり,ハートオブオーシャン / リジェネレイト,J-L,,,,,,,,,,
ハイジ,B,1,前衛：ペリ,70,原,https://eldersign.jp/img/mi/g/f0/042_peri_0g7.png,アイスランス / セメタリーゲート / パイロクラズム / ムーランルージュ / レーヴァテイン,守りのミンネ,A-B,,,,,,,,,,
ハイジ,B,2,グレちゃん,70,亜1,https://eldersign.jp/img/mi/g/f0/021_gremlin_1g7.png,アウェイクニング / アムネジア / 光の楔 / 風葬,ハートオブオーシャン / リフレクション / 守りのミンネ / 防御ブースト,A-B,B-G,,,,,,,,,
ハイジ,B,1,ルサルカ姉,70,原,https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png,アイスランス / ウィンターブラスト / スリートストーム / フラッド / ペイルムーン,HPブースト / クィックオーダー,A-B,,,,,,,,,,
ハイジ,B,1,ルサルカ妹,70,原,https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png,ウィンターブラスト / フォグ / ペイルムーン / 光のベール,エンジェリックウィング,A-B,,,,,,,,,,
ハイジ,B,10,パズの威を貸し出すパズ,70,原,https://eldersign.jp/img/mi/g/f0/045_pazuzu_0g7.png,アンダートウ / スキュアー / チャージ / ドラゴニックロア / ベノムスティング,ハートオブオーシャン / 敏捷ブースト,B-C,B-D,B-E,B-F,B-G,B-H,B-I,B-J,B-K,B-L,
ハイジ,B,10,パズの威を借らずともパズ,77,亜2,https://eldersign.jp/img/mi/p/f0/045_pazuzu_2g4.png,スキュアー / チャージ / ドラゴニックロア / バインドグラスプ / ベノムスティング,ハートオブオーシャン,B-C,B-D,B-E,B-F,B-G,B-H,B-I,B-J,B-K,B-L,
ハイジ,B,10,パズの威を借るパズ,70,亜1,https://eldersign.jp/img/mi/p/f0/045_pazuzu_1g4.png,カラカス / ドラゴニックロア / ローカストスウォーム / 光の楔 / 月光浴,HPブースト / クィックオーダー / リジェネレイト,B-C,B-D,B-E,B-F,B-G,B-H,B-I,B-J,B-K,B-L,
ハイジ,B,9,パズの威を借る猫,62,亜1,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g4.png,アウローラ / テンペスト / トランキリティ / フォトケミカルスモッグ / 光のベール,ディレイオーダー / ハートオブオーシャン,B-C,B-D,B-E,B-F,B-H,B-I,B-J,B-K,B-L,,
Ｄｒ．ウェスト,F,8,ダークヤング,70,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,ガッシマ / スタンピード / ニグラーヌ / ベノムスクラッチ / メガリス,守りのミンネ / 戦いのエール,A-F,B-F,D-F,F-H,F-I,F-J,F-K,F-L,,,
Ｄｒ．ウェスト,F,8,ティンダロスハウンド,56,亜1,https://eldersign.jp/img/mi/p/f0/054_hounds-of-tindalos_1g4.png,インクリーズ / スキュアー / ベノムスクラッチ / ルルハラント / 光の楔,守りのミンネ / 戦いのエール,A-F,B-F,D-F,F-H,F-I,F-J,F-K,F-L,,,
Ｄｒ．ウェスト,F,5,F.S.M.,70,原,https://eldersign.jp/img/mi/g/f0/053_fsm_0g7.png,アゼランザ / エルフショット / ヒーリング / 光のベール / 闇の楔,クィックオーダー / ボディケア,A-F,B-F,D-F,F-I,F-K,,,,,,
Ｄｒ．ウェスト,F,8,スターヴァンパイア,70,原,https://eldersign.jp/img/mi/g/f0/052_star-vampire_0g4.png,アンブッシュ / カラカス / フォトケミカルスモッグ / ミラーズ / ユロール,ハートオブフレイム / リジェネレイト,A-F,B-F,D-F,F-H,F-I,F-J,F-K,F-L,,,
