player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
カリスト,H,9,地を喰らうスピキ,90,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g4.png,インクリーズ / グランドスラム / スキュアー / トランプル / ブラッドセイバー,守りのミンネ / 戦いのエール,A-H,B-H,C-H,E-H,F-H,G-H,H-I,H-J,H-L,,
カリスト,H,3,鋭角より出でしスヒ゜キ,87,亜1,https://eldersign.jp/img/mi/p/f0/054_hounds-of-tindalos_1g7.png,インクリーズ / ルルハラント / 光のベール / 光の楔 / 熱傷,守りのミンネ / 心の壁 / 戦いのエール,A-H,B-H,H-I,,,,,,,,
カリスト,H,5,比良坂初音,90,亜2,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_2g4.png,シュリンク / ミラーズ / ユロール / 光のベール / 光の楔,ハートオブフレイム / リジェネレイト / 守りのミンネ / 心の壁 / 心の棘,A-H,C-H,D-H,H-I,H-L,,,,,,
カリスト,H,9,食屍鬼の眼ゲニ＝ゲバ,90,亜1,https://eldersign.jp/img/mi/p/f0/053_fsm_1g7.png,シュリンク / ミラーズ / ユロール / 闇の楔 / 闇の結界,ハートオブフレイム / リジェネレイト / 守りのミンネ / 心の壁,A-H,B-H,C-H,D-H,E-H,G-H,H-I,H-J,H-K,,
カリスト,H,5,星のスピキ擬態型,90,亜2,https://eldersign.jp/img/mi/p/f0/052_star-vampire_2g7.png,アンブッシュ / フォトケミカルスモッグ / ミラーズ / 光のベール / 光の楔,クィックオーダー / ダークシギル / ドルフィンフロート / ボディケア,B-H,E-H,F-H,G-H,H-J,,,,,,
カリスト,H,2,さらに畝の後ろを往くモノ,90,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png,インクリーズ / スキュアー / ディスペル / トランプル / ベノムスパイン,守りのミンネ / 戦いのエール,C-H,H-K,,,,,,,,,
カリスト,H,7,畝の後ろを往くモノ,86,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png,インクリーズ / スキュアー / トランキリティ / トランプル / 光の楔,守りのミンネ / 心の壁 / 戦いのエール,D-H,E-H,F-H,G-H,H-J,H-K,H-L,,,,
カリスト,H,2,ElderThing,89,亜1,https://eldersign.jp/img/mi/p/f0/051_old-one_1g4.png,シュリンク / トランキリティ / ミラーズ / ユロール / 闇の結界,守りのミンネ / 心の壁 / 心の棘,D-H,H-K,,,,,,,,,
カリスト,H,2,復活の淫夢くんUC,90,亜2,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_2g7.png,シュリンク / フォトケミカルスモッグ / プロテクトディザスター / ルルハラント / 光のベール,守りのミンネ / 心の壁,F-H,H-L,,,,,,,,,
タカヤマン,B,7,ダークヤング／紺狐,90,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g7.png,インクリーズ / スキュアー / トランプル / プロテクトディザスター / 光の楔,守りのミンネ / 戦いのエール,A-B,B-C,B-D,B-E,B-G,B-H,B-L,,,,
タカヤマン,B,11,ダークヤング／緑狸,90,亜2,https://eldersign.jp/img/mi/p/f0/055_dark-young_2g7.png,インクリーズ / グランドスラム / スキュアー / トランプル / ブラッドセイバー,守りのミンネ / 戦いのエール,A-B,B-C,B-D,B-E,B-F,B-G,B-H,B-I,B-J,B-K,B-L
タカヤマン,B,3,アークディスプレイサー壱号,90,亜1,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_1g7.png,アンブッシュ / ディスペル / ユロール / 光のベール / 光の楔,HPブースト / クィックオーダー,A-B,B-E,B-L,,,,,,,,
タカヤマン,B,2,アークディスプレイサー参号,90,亜1,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_1g7.png,ステイシス / ユロール / ルルハラント / 光のベール / 光の楔,HPブースト / クィックオーダー,A-B,B-E,,,,,,,,,
タカヤマン,B,3,F.S.M.～③,90,亜1,https://eldersign.jp/img/mi/p/f0/053_fsm_1g4.png,ハウリングムーン / ユロール / 光のベール / 追い風 / 闇の結界,守りのミンネ / 心の棘,B-C,B-D,B-K,,,,,,,,
タカヤマン,B,5,スタープラチナ☆,90,亜1,https://eldersign.jp/img/mi/p/f0/052_star-vampire_1g7.png,アンブッシュ / ミラーズ / ユロール / 光のベール / 光の楔,HPブースト / クィックオーダー / ダークシギル / ドルフィンフロート / ハートオブフレイム / リジェネレイト / 守りのミンネ / 心の棘,B-C,B-D,B-F,B-G,B-J,,,,,,
タカヤマン,B,2,ダークヤング／赤狐,90,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g7.png,アウターキラー / インクリーズ / スキュアー / トランプル / 光の楔,守りのミンネ / 戦いのエール,B-F,B-I,,,,,,,,,
タカヤマン,B,4,F.S.M.～②,90,亜2,https://eldersign.jp/img/mi/p/f0/053_fsm_2g7.png,テンペスト / フォトケミカルスモッグ / ミラーズ / ユロール / 光の楔,HPブースト / クィックオーダー / ダークシギル / ドルフィンフロート / ハートオブフレイム / リジェネレイト / 守りのミンネ / 心の棘,B-F,B-G,B-H,B-I,,,,,,,
タカヤマン,B,4,ダークサルガッスム,90,亜1,https://eldersign.jp/img/mi/p/f1/128_dark-sargassum_1g7.png,アンブッシュ / ゼルハ / ミラーズ / 光のベール / 光の楔,ハートオブフレイム / リジェネレイト / 守りのミンネ / 心の棘,B-H,B-I,B-J,B-K,,,,,,,
タカヤマン,B,2,ドール？？,90,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g4.png,アースクェイク / インクリーズ / カロウシブスピット / トランキリティ / ブラッドセイバー,守りのミンネ / 戦いのエール,B-J,B-K,,,,,,,,,
タカヤマン,B,1,アークディスプレイサー弐号,90,亜2,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_2g7.png,ステイシス / 光のベール / 光の楔 / 闇の結界,HPブースト / クィックオーダー,B-L,,,,,,,,,,
ClayClay,D,4,T.G.N.J.n,69,亜2,https://eldersign.jp/img/mi/g/f0/076_moon-beast_2g7.png,アンブッシュ / インクリーズ / ブラッドセイバー / 闇の楔 / 闇の結界,アクアノート / バインドブレイス / バナナフロート / レジストポイズン / 守りのミンネ / 遮光布,A-D,B-D,D-G,D-J,,,,,,,
