player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
闇に吠える者,G,11,ダークヤング,70,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,インクリーズ / スタンピード / トランキリティ / ブラッドセイバー / ベノムスパイン,守りのミンネ / 戦いのエール,A-G,B-G,C-G,D-G,E-G,F-G,G-H,G-I,G-J,G-K,G-L
闇に吠える者,G,11,ドール,79,亜2,https://eldersign.jp/img/mi/p/f0/056_dhole_2g7.png,アースクェイク / インクリーズ / カロウシブスピット / スタンピード / トライペック,守りのミンネ / 戦いのエール,A-G,B-G,C-G,D-G,E-G,F-G,G-H,G-I,G-J,G-K,G-L
闇に吠える者,G,11,スターヴァンパイア,60,亜2,https://eldersign.jp/img/mi/p/f0/052_star-vampire_2g4.png,アンブッシュ / エンバール / ゼルハ / 光のベール / 光の楔,クィックオーダー / バナナフロート / ライトシギル / 防御ブースト,A-G,B-G,C-G,D-G,E-G,F-G,G-H,G-I,G-J,G-K,G-L
闇に吠える者,G,11,アトラク＝ナクア,58,原,https://eldersign.jp/img/mi/g/f0/066_atlach-nacha_0g4.png,エルフショット / ゴッサマーチェイン / プロテクトディザスター / ミラーズ / ユロール,リジェネレイト / リフレクション,A-G,B-G,C-G,D-G,E-G,F-G,G-H,G-I,G-J,G-K,G-L
Lotus,H,11,ダークヤング,63,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,インクリーズ / イートアライブ / ガッシマ / チャージ,戦いのエール,A-H,B-H,C-H,D-H,E-H,F-H,G-H,H-I,H-J,H-K,H-L
Lotus,H,11,ドール,61,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g1.png,アースクェイク / インクリーズ / チャージ,守りのミンネ,A-H,B-H,C-H,D-H,E-H,F-H,G-H,H-I,H-J,H-K,H-L
Lotus,H,7,ハンティングホラー (1),64,原,https://eldersign.jp/img/mi/g/f1/100_hunting-horror_0g4.png,イーヴルフルート / ウラザイス / セメタリーゲート / 炎のベール / 闇の刻印,魔力ブースト,A-H,B-H,C-H,H-I,H-J,H-K,H-L,,,,
Lotus,H,3,ハンティングホラー (2),63,原,https://eldersign.jp/img/mi/g/f1/100_hunting-horror_0g4.png,イーヴルフルート / ウラザイス / セメタリーゲート / ダークボルト / 闇の刻印,魔力ブースト,D-H,F-H,G-H,,,,,,,,
Lotus,H,11,オールドワン,50,原,https://eldersign.jp/img/mi/g/f0/051_old-one_0g1.png,イーヴルフルート / セメタリーゲート / ミラーズ / ユロール,守りのミンネ,A-H,B-H,C-H,D-H,E-H,F-H,G-H,H-I,H-J,H-K,H-L
Lotus,H,1,ワンプ,50,,,,魔力ブースト,E-H,,,,,,,,,,
