player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
なまはる,J,7,フラーユ,87,原,https://eldersign.jp/img/mi/p/f0/058_floweyu_0g1.png,パンデミック / ヒヤデスウィンド / フサリア / ベノムスクラッチ / 桜花泡影,フレイムアシスト / 魔力ブースト,A-J,C-J,D-J,E-J,F-J,H-J,J-L,,,,
なまはる,J,7,エアリエル,62,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g7.png,ステイシス / ストーンレイン / テンペスト / フェアリーエイド / 風切り,守りのミンネ / 戦いのエール,A-J,C-J,D-J,E-J,F-J,H-J,J-L,,,,
なまはる,J,7,サキュバス,90,亜1,https://eldersign.jp/img/mi/p/f0/043_succubus_1g4.png,スタンダールシンドローム / ストーンレイン / スノウストーム / スリートストーム / リヴァイヴ,コールドアシスト / コールドバリア,A-J,C-J,D-J,E-J,F-J,H-J,J-L,,,,
なまはる,J,7,セイレン,70,亜2,https://eldersign.jp/img/mi/g/f0/024_seiren_2g7.png,アウェイクニング / セメタリーゲート / ヒーリング / ペイルムーン / ポイズンクラウド,クィックオーダー,A-J,C-J,D-J,E-J,F-J,H-J,J-L,,,,
なまはる,J,4,パズズ,70,原,https://eldersign.jp/img/mi/g/f0/045_pazuzu_0g4.png,アウターキラー / デルタスラッシュ / ドラゴニックロア / バードサンクチュアリ,守りのミンネ / 戦いのエール,B-J,G-J,I-J,J-K,,,,,,,
なまはる,J,4,ブラスドラゴン,82,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g4.png,ガッシマ / スタンピード / ドラゴンスケイル / ベノムスティング / 光の刻印,守りのミンネ / 戦いのエール,B-J,G-J,I-J,J-K,,,,,,,
なまはる,J,4,ペリュトン,68,原,https://eldersign.jp/img/mi/g/f0/047_peryton_0g7.png,ヒーリング / 光の楔 / 闇の刻印 / 闇の楔,心の棘 / 魔力ブースト,B-J,G-J,I-J,J-K,,,,,,,
なまはる,J,4,ウルタールの猫,67,亜1,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g4.png,光の楔 / 月光浴 / 闇の楔 / 風葬,リジェネレイト / 心の棘,B-J,G-J,I-J,J-K,,,,,,,
酒と泪,G,5,ドール (1),60,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g4.png,ダルバドーハ / フレイムタン / 炎の楔,エンジェリックウィング / リジェネレイト,A-G,C-G,E-G,G-I,G-L,,,,,,
酒と泪,G,5,ドール (2),90,亜1,https://eldersign.jp/img/mi/p/f0/056_dhole_1g7.png,アースクェイク / カロウシブスピット / スカラド / ダルバドーハ / 炎の刻印,リジェネレイト / リフレクション,A-G,C-G,E-G,G-I,G-L,,,,,,
酒と泪,G,5,ドール (3),90,亜2,https://eldersign.jp/img/mi/p/f0/056_dhole_2g4.png,アースクェイク / ダルバドーハ / 炎の楔 / 熱傷,リジェネレイト / 守りのミンネ,A-G,C-G,E-G,G-I,G-L,,,,,,
酒と泪,G,5,オールドワン,70,原,https://eldersign.jp/img/mi/g/f0/051_old-one_0g7.png,デルバイス / トランキリティ / ミラーズ / ユロール / ラストシュリーク,リフレクション / 防御ブースト,A-G,C-G,E-G,G-I,G-L,,,,,,
酒と泪,G,4,パズズ (1),32,原,https://eldersign.jp/img/mi/g/f0/045_pazuzu_0g4.png,デルタスラッシュ / ドラゴニックロア / ファイアボール / ブラッドセイバー / ローカストスウォーム,ミラージュ,B-G,D-G,F-G,G-K,,,,,,,
