"player","letter","出場回数","monster","level","variant","image","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"ショーンマイケル","I","4","ブラスドラゴン","63","亜1","https://eldersign.jp/img/mi/p/f0/049_brass-dragon_1g4.png","スパイクテイル / ダブルアタック / ドラゴンスケイル / ファイアブレス / ベノムスクラッチ / ベノムスティング","リジェネレイト","A-I","D-I","F-I","I-K","","","","","","",""
"ショーンマイケル","I","4","アンクー","70","原","https://eldersign.jp/img/mi/g/f0/044_ankou_0g7.png","アイスボール / デスサイズ / パンデミック / ビーストキラー / フラッシュフラッド","HPブースト / エンジェリックウィング / クィックオーダー / リジェネレイト","A-I","D-I","F-I","I-K","","","","","","",""
"ショーンマイケル","I","4","モーラ (1)","70","原","https://eldersign.jp/img/mi/g/f0/022_mora_0g7.png","スロウ / ブラッドスティール / ペイルムーン / リベレイション / リヴァイヴ","HPブースト / クィックオーダー / 敏捷ブースト / 魔力ブースト","A-I","D-I","G-I","I-K","","","","","","",""
"ショーンマイケル","I","6","モーラ (2)","70","亜1","https://eldersign.jp/img/mi/g/f0/022_mora_1g7.png","スノウストーム / フラッシュファイア / ブラッドスティール / ペイルムーン / リベレイション","魔力ブースト","B-I","C-I","E-I","H-I","I-J","I-L","","","","",""
"ショーンマイケル","I","1","モーラ (3)","70","亜2","https://eldersign.jp/img/mi/g/f0/022_mora_2g4.png","ペイルムーン / リベレイション","戦いのエール / 攻撃ブースト","F-I","","","","","","","","","",""
"ショーンマイケル","I","3","グリマルキン","70","亜1","https://eldersign.jp/img/mi/g/f0/085_grimalkin_1g4.png","グリムシャドウ / ハードブロウ / フラッシュフラッド / ポイズンクラウド / ルビーレイン","ハートオブマーブル / レジストシール","A-I","F-I","I-K","","","","","","","",""
"ショーンマイケル","I","6","ペリュトン","90","亜1","https://eldersign.jp/img/mi/p/f0/047_peryton_1g7.png","シャドウスティール / ファイアボール / リヴァイヴ / 滅びの翼 / 超低周波","戦いのエール / 防御ブースト","B-I","C-I","E-I","H-I","I-J","I-L","","","","",""
"ショーンマイケル","I","7","スノウ (1)","70","原","https://eldersign.jp/img/mi/g/f0/020_snow_0g4.png","コールドウェーブ / コールドボルト / スノウストーム / フラッシュフラッド / ブラッドスティール / ペイルムーン","敏捷ブースト / 魔力ブースト","B-I","C-I","E-I","G-I","H-I","I-J","I-L","","","",""
"ショーンマイケル","I","6","スノウ (2)","70","亜1","https://eldersign.jp/img/mi/g/f0/020_snow_1g4.png","アーマーメルト / スノウストーム / セメタリーゲート / リヴァイヴ / 超低周波","心の壁 / 魔力ブースト","B-I","C-I","E-I","H-I","I-J","I-L","","","","",""
"ショーンマイケル","I","1","スノウ (3)","70","亜1","https://eldersign.jp/img/mi/g/f0/020_snow_1g4.png","スリートストーム / ブラッドスティール / ペイルムーン / 氷の花","コールドバリア / 魔力ブースト","G-I","","","","","","","","","",""
"ショーンマイケル","I","1","スノウ (4)","47","亜2","https://eldersign.jp/img/mi/g/f0/020_snow_2g4.png","コールドボルト / スノウストーム / スリートストーム / パンデミック / 氷の花","HPブースト / クィックオーダー","D-I","","","","","","","","","",""
"ショーンマイケル","I","1","ペリ","70","原","https://eldersign.jp/img/mi/g/f0/042_peri_0g4.png","イーヴルフルート / ツイスター / フラッシュファイア / ムーランルージュ / リヴァイヴ","レジストシール","G-I","","","","","","","","","",""
"いも","C","8","フラーユ","36","原","https://eldersign.jp/img/mi/p/f0/058_floweyu_0g1.png","アイスランス / セメタリーゲート / ヒヤデスウィンド / リヴァイヴ","ハートオブフレイム","A-C","B-C","C-D","C-E","C-G","C-I","C-K","C-L","","",""
"いも","C","8","エアリエル","45","原","https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png","アイスランス / ウィンドボルト / セメタリーゲート / テンペスト / フェアリーエイド","ハートオブウィンド / ミラージュ","A-C","B-C","C-D","C-E","C-G","C-I","C-K","C-L","","",""
"いも","C","6","ペイル","36","亜2","https://eldersign.jp/img/mi/g/f0/022_mora_2g4.png","エルフショット / セメタリーゲート / ブラッドスティール / ペイルムーン / リベレイション","コールドシギル / ハートオブウィンド / ミラージュ / 防寒布","A-C","C-E","C-G","C-I","C-K","C-L","","","","",""
"いも","C","8","サキュバス","33","亜1","https://eldersign.jp/img/mi/p/f0/043_succubus_1g4.png","アウェイクニング / スタンダールシンドローム / セメタリーゲート / ペイルムーン / 悪魔のトリル","クィックオーダー / 防御ブースト","A-C","B-C","C-D","C-E","C-G","C-I","C-K","C-L","","",""
"いも","C","2","グリマルキン","25","亜2","https://eldersign.jp/img/mi/g/f0/085_grimalkin_2g4.png","エルフショット / セメタリーゲート / ブラッドスティール / ペイルムーン / ルビーレイン","コールドアシスト / 魔力ブースト","B-C","C-D","","","","","","","","",""
"いも","C","3","ダークヤング","34","亜2","https://eldersign.jp/img/mi/p/f0/055_dark-young_2g4.png","ウォークライ / ガッシマ / スタンピード / ディスペル / ブラッドセイバー","守りのミンネ / 戦いのエール","C-F","C-H","C-J","","","","","","","",""
"いも","C","3","ティンダロスハウンド","41","原","https://eldersign.jp/img/mi/g/f0/054_hounds-of-tindalos_0g7.png","スタンピード / スパーク / フェイズアウト / ルルハラント / 光のベール","リジェネレイト / 敏捷ブースト","C-F","C-H","C-J","","","","","","","",""
"いも","C","3","アトラク＝ナクア","31","原","https://eldersign.jp/img/mi/g/f0/066_atlach-nacha_0g7.png","ゴッサマーチェイン / ダークボルト / ミラーズ / ユロール","レジストバインド","C-F","C-H","C-J","","","","","","","",""
"いも","C","3","スターヴァンパイア","37","原","https://eldersign.jp/img/mi/g/f0/052_star-vampire_0g7.png","アンブッシュ / エナジードレイン / エルフショット / ミラーズ / ユロール","HPブースト / クィックオーダー","C-F","C-H","C-J","","","","","","","",""
"なまはる","B","10","フラーユ","35","原","https://eldersign.jp/img/mi/p/f0/058_floweyu_0g1.png","パンデミック / ヒヤデスウィンド / フサリア / ベノムスクラッチ / 桜花泡影","フレイムアシスト / リジェネレイト","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-J","B-K","B-L",""
"なまはる","B","10","エアリエル","39","原","https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png","ステイシス / テンペスト / フェアリーエイド / ベノムスクラッチ / 風切り","守りのミンネ / 戦いのエール","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-J","B-K","B-L",""
"なまはる","B","10","セイレン","34","亜2","https://eldersign.jp/img/mi/g/f0/024_seiren_2g4.png","アウェイクニング / ヒーリング / ペイルムーン / ポイズンクラウド / 悪魔のトリル","クィックオーダー","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-J","B-K","B-L",""
"なまはる","B","10","サキュバス","43","亜1","https://eldersign.jp/img/mi/p/f0/043_succubus_1g4.png","スタンダールシンドローム / スノウストーム / スリートストーム / テンプテイション / リヴァイヴ","コールドアシスト / 予習復習","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-J","B-K","B-L",""
"なまはる","B","1","ブラスドラゴン (1)","32","原","https://eldersign.jp/img/mi/g/f0/049_brass-dragon_0g4.png","スタンピード","ミラージュ","B-I","","","","","","","","","",""
"なまはる","B","1","ブラスドラゴン (2)","38","亜2","https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g4.png","スタンピード","ミラージュ","B-I","","","","","","","","","",""
