player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
タカヤマン,B,7,ダークヤング／赤狐,90,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g7.png,アースクェイク / スキュアー / チャージ / トライペック / ベノムスクラッチ,レジストポイズン / 守りのミンネ / 戦いのエール,A-B,B-C,B-E,B-F,B-I,B-J,B-K,,,,
タカヤマン,B,6,ダークヤング／緑狸,90,亜2,https://eldersign.jp/img/mi/p/f0/055_dark-young_2g7.png,スキュアー / チャージ / ディスペル / ブラッドセイバー / 光の楔,レジストポイズン / 守りのミンネ / 戦いのエール,A-B,B-C,B-E,B-F,B-I,B-J,,,,,
タカヤマン,B,7,F.S.M.～②,90,亜2,https://eldersign.jp/img/mi/p/f0/053_fsm_2g7.png,テンペスト / フォトケミカルスモッグ / ミラーズ / ユロール / 光の楔,HPブースト / クィックオーダー / 守りのミンネ / 心の棘,A-B,B-C,B-E,B-F,B-I,B-J,B-K,,,,
タカヤマン,B,7,スタープラチナ☆,90,亜1,https://eldersign.jp/img/mi/p/f0/052_star-vampire_1g7.png,アンブッシュ / ミラーズ / ユロール / 光のベール / 光の楔,クィックオーダー / ハートオブフレイム / リジェネレイト / 地味づくり,A-B,B-C,B-E,B-F,B-I,B-J,B-K,,,,
タカヤマン,B,3,パズズ／赤眼,79,亜2,https://eldersign.jp/img/mi/p/f0/045_pazuzu_2g7.png,スキュアー / デルタスラッシュ / ドラゴニックロア / ブラッドセイバー / ベノムスクラッチ,守りのミンネ / 戦いのエール,B-D,B-H,B-L,,,,,,,,
タカヤマン,B,4,ハイドラ！,90,亜2,https://eldersign.jp/img/mi/p/f0/048_hydra_2g7.png,アウターキラー / アースクェイク / グランドスラム / スキュアー / チャージ,守りのミンネ / 戦いのエール,B-D,B-G,B-H,B-L,,,,,,,
タカヤマン,B,2,クン・アヌン／ロア,70,亜2,https://eldersign.jp/img/mi/g/f0/026_cwn-annwn_2g7.png,カラカス / ドラゴニックロア / フォトケミカルスモッグ / 光のベール / 光の楔,HPブースト / クィックオーダー,B-D,B-L,,,,,,,,,
タカヤマン,B,3,ウルタールの猫／トラ,70,亜2,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_2g7.png,フライト / リヴァイヴ / 光のベール / 光の楔 / 月光浴,HPブースト / クィックオーダー / 守りのミンネ / 心の棘,B-D,B-G,B-L,,,,,,,,
タカヤマン,B,1,ブラスドラゴン／赤燐,90,亜2,https://eldersign.jp/img/mi/p/f0/049_brass-dragon_2g7.png,スパイクテイル / ブラッドセイバー / ヴェンデッタ,守りのミンネ / 戦いのエール,B-G,,,,,,,,,,
タカヤマン,B,2,シルバードラゴン／吼,90,亜1,https://eldersign.jp/img/mi/p/f0/050_silver-dragon_1g7.png,ウォークライ / カラカス / ヴェンデッタ / 光のベール / 光の楔,HPブースト / クィックオーダー / 守りのミンネ / 戦いのエール,B-G,B-H,,,,,,,,,
