"player","letter","出場回数","monster","level","variant","image","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"Lollypop","J","8","裏ドラ","77","亜2","https://eldersign.jp/img/mi/p/f0/048_hydra_2g4.png","アースクェイク / スタンピード / ブレイズ / ペトロガス / ラーヴァフロウ","フレイムアシスト / 守りのミンネ / 戦いのエール","A-J","D-J","E-J","F-J","H-J","I-J","J-K","J-L","","",""
"Lollypop","J","8","ドラ1","65","原","https://eldersign.jp/img/mi/g/f0/048_hydra_0g4.png","アースクェイク / ダブルアタック / チャージ / ブレイズ / ベノムスクラッチ / ラーヴァフロウ","フレイムアシスト / 守りのミンネ / 戦いのエール","A-J","D-J","E-J","F-J","H-J","I-J","J-K","J-L","","",""
"Lollypop","J","5","猫も可愛いね (1)","62","亜1","https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g7.png","キャンセレイション / ドラゴニックロア / フライト / 光のベール / 月光浴","クィックオーダー / ハートオブフレイム / リジェネレイト / 命中ブースト / 守りのミンネ / 戦いのエール","A-J","H-J","I-J","J-K","J-L","","","","","",""
"Lollypop","J","3","猫も可愛いね (2)","62","亜1","https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g7.png","キャンセレイション / ドラゴニックロア / フライト","クィックオーダー / 命中ブースト","D-J","E-J","F-J","","","","","","","",""
"Lollypop","J","8","シルバードラゴン","69","原","https://eldersign.jp/img/mi/g/f0/050_silver-dragon_0g7.png","スリープクラウド / テンペスト / バーニングレイジ / フサリア / ヴェンデッタ","フレイムアシスト / フレイムバリア","A-J","D-J","E-J","F-J","H-J","I-J","J-K","J-L","","",""
"Lollypop","J","3","うねうね","69","亜1","https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png","スタンピード / トライペック / トランキリティ / ベノムスクラッチ / メガリス","守りのミンネ / 戦いのエール","B-J","C-J","G-J","","","","","","","",""
"Lollypop","J","3","うにょうにょ","79","亜2","https://eldersign.jp/img/mi/p/f0/055_dark-young_2g4.png","ガッシマ / トライペック / ベノムスクラッチ / ホロウワールド / メガリス","守りのミンネ / 戦いのエール","B-J","C-J","G-J","","","","","","","",""
"Lollypop","J","3","46000anyちゃん","69","亜1","https://eldersign.jp/img/mi/p/f0/052_star-vampire_1g4.png","アンブッシュ / パンデミック / フォトケミカルスモッグ / 光のベール / 光の楔","セントリー / ハートオブフレイム","B-J","C-J","G-J","","","","","","","",""
"Lollypop","J","3","歌ウ触ワン","69","亜2","https://eldersign.jp/img/mi/p/f0/051_old-one_2g4.png","エルフショット / ミラーズ / ユロール / 光のベール / 闇のベール","ハートオブフレイム / リジェネレイト","B-J","C-J","G-J","","","","","","","",""
"イマクロ","B","6","ブラスドラゴン","70","原","https://eldersign.jp/img/mi/g/f0/049_brass-dragon_0g4.png","アウターキラー / アースクェイク / ウォークライ / ブラッドセイバー / ラーヴァフロウ","レジストシール / レジストペトリ / 守りのミンネ / 戦いのエール","A-B","B-D","B-F","B-H","B-J","B-L","","","","",""
