player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),match01,match02,match03,match04,match05,match06,match07,match08,match09,match10,match11
pmg,G,3,ルサルカ,87,亜2,https://eldersign.jp/img/mi/p/f0/041_rusalka_2g4.png,ウィンターブラスト / セメタリーゲート / ヒヤデスウィンド / ファイアランス / フサリア,フレイムアシスト / ミラージュ / 心の棘 / 攻撃ブースト / 魔力ブースト,G-H,G-J,G-L,,,,,,,,
pmg,G,1,サキュバス (1),61,原,https://eldersign.jp/img/mi/g/f0/043_succubus_0g4.png,ウィンドボルト / セメタリーゲート / 悪魔のトリル,魔力ブースト,G-H,,,,,,,,,,
pmg,G,3,サキュバス (2),60,亜2,https://eldersign.jp/img/mi/p/f0/043_succubus_2g4.png,セメタリーゲート / フォトケミカルスモッグ / 悪魔のトリル / 滅びの翼 / 追い風,HPブースト / クィックオーダー / 魔力ブースト,G-H,G-J,G-L,,,,,,,,
pmg,G,3,エアリエル,61,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,セメタリーゲート / テンペスト / フサリア / 悪魔のトリル / 滅びの翼,クィックオーダー / ミラージュ / 心の棘 / 攻撃ブースト,G-H,G-J,G-L,,,,,,,,
pmg,G,2,スノウ,61,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g4.png,ウィンドボルト / セメタリーゲート / ヒヤデスウィンド / ファストブレード / フサリア,守りのミンネ / 心の壁 / 心の棘 / 戦いのエール,G-J,G-L,,,,,,,,,
タカヤマン,C,2,エアリエル・ミント,90,亜2,https://eldersign.jp/img/mi/p/f0/039_ariel_2g7.png,エルフショット / テンペスト / フェアリーエイド / フサリア / ルルハラント,クィックオーダー / ハートオブオーシャン / ボディケア / リジェネレイト,A-C,C-E,,,,,,,,,
タカヤマン,C,1,アルルーーナ,85,亜1,https://eldersign.jp/img/mi/p/f0/040_alrunes_1g7.png,エンジェルダスト / トランキリティ / フサリア / ペトロガス,ハートオブオーシャン / リジェネレイト,A-C,,,,,,,,,,
タカヤマン,C,2,ゴブリンキング【C】,70,亜2,https://eldersign.jp/img/mi/p/f0/084_goblin-king_2g7.png,アウローラ / ストーンレイン / ネクロラトリー / フェアリーエイド / 光の楔,クィックオーダー / ハートオブウィンド / ボディケア / ミラージュ,A-C,C-E,,,,,,,,,
タカヤマン,C,2,サキュバスクイーン,81,亜2,https://eldersign.jp/img/mi/p/f0/043_succubus_2g7.png,アウローラ / サルガッソー / フェアリーエイド / フォトケミカルスモッグ / 光のベール,クィックオーダー / メンタルケア,A-C,C-E,,,,,,,,,
タカヤマン,C,1,アンクー／黒餡,78,亜1,https://eldersign.jp/img/mi/p/f0/044_ankou_1g7.png,フェアリーキラー / フェアリーベイン / ベノムスクラッチ / ヴェンデッタ / 光のベール,レジストバインド / 戦いのエール,C-E,,,,,,,,,,
