"player","letter","出場回数","monster","level","variant","image","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"ハイジ","H","7","亜種2パズズ","38","亜2","https://eldersign.jp/img/mi/p/f0/045_pazuzu_2g4.png","チャージ / デルタスラッシュ / ドラゴニックロア / バインドグラスプ / ベノムスティング","ミラージュ","A-H","B-H","D-H","F-H","G-H","H-I","H-K","","","",""
"ハイジ","H","7","通常パズズ","55","原","https://eldersign.jp/img/mi/g/f0/045_pazuzu_0g4.png","チャージ / デルタスラッシュ / ドラゴニックロア / ハードブロウ / ベノムスティング","守りのミンネ","A-H","B-H","D-H","F-H","G-H","H-I","H-K","","","",""
"ハイジ","H","7","魔力ルサルカ","51","原","https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png","アイスランス / ウィンターブラスト / スリートストーム / フラッド / ペイルムーン","エンジェリックウィング / 魔力ブースト","A-H","B-H","D-H","F-H","G-H","H-I","H-K","","","",""
"ハイジ","H","7","グレちゃん","38","亜1","https://eldersign.jp/img/mi/g/f0/021_gremlin_1g4.png","アウェイクニング / アムネジア / ウィンドボルト / ファイアランス / 風葬","HPブースト / クィックオーダー","A-H","B-H","D-H","F-H","G-H","H-I","H-K","","","",""
"ハイジ","H","4","パズズ弟","38","亜2","https://eldersign.jp/img/mi/p/f0/045_pazuzu_2g4.png","チャージ / デルタスラッシュ / ドラゴニックロア / バインドグラスプ / ベノムスティング","ハートオブオーシャン / ミラージュ / 守りのミンネ / 敏捷ブースト","C-H","E-H","H-J","H-L","","","","","","",""
"ハイジ","H","4","パズズ兄","55","原","https://eldersign.jp/img/mi/g/f0/045_pazuzu_0g4.png","チャージ / デルタスラッシュ / ドラゴニックロア / ハードブロウ / ベノムスティング","ミラージュ","C-H","E-H","H-J","H-L","","","","","","",""
"ハイジ","H","4","ルサルカ姉","51","原","https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png","アイスランス / ウィンターブラスト / スリートストーム / フラッド / ペイルムーン","HPブースト / クィックオーダー / 魔力ブースト","C-H","E-H","H-J","H-L","","","","","","",""
"ハイジ","H","4","ルサルカ妹","28","原","https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png","ウィンターブラスト / ファイアランス / フォグ / ペイルムーン / 光のベール","HPブースト / クィックオーダー / 魔力ブースト","C-H","E-H","H-J","H-L","","","","","","",""
"酒と泪","I","10","ハイドラ","70","原","https://eldersign.jp/img/mi/g/f0/048_hydra_0g4.png","クァドラストライク / ラーヴァフロウ / 炎のベール / 誘い受け / 踏みつけ","エンジェリックウィング","A-I","B-I","C-I","D-I","E-I","F-I","H-I","I-J","I-K","I-L",""
"酒と泪","I","10","オールドワン","65","原","https://eldersign.jp/img/mi/g/f0/051_old-one_0g7.png","デルバイス / トランキリティ / ミラーズ / ユロール / ラストシュリーク","リフレクション / 防御ブースト","A-I","B-I","C-I","D-I","E-I","F-I","H-I","I-J","I-K","I-L",""
